enrollment_id,student_id,course_id,semester_id
141,11,1,1
142,11,2,1
143,11,9,1
144,11,31,1
145,11,33,1
146,11,34,1
147,11,3,2
148,11,4,2
149,11,10,2
150,11,32,2
151,11,5,3
152,11,6,3
153,11,7,4
154,11,8,4
155,12,1,1
156,12,2,1
157,12,9,1
158,12,31,1
159,12,33,1
160,12,34,1
161,12,3,2
162,12,4,2
163,12,10,2
164,12,32,2
165,12,5,3
166,12,6,3
167,12,7,4
168,12,8,4
169,13,1,1
170,13,2,1
171,13,9,1
172,13,31,1
173,13,33,1
174,13,34,1
175,13,3,2
176,13,4,2
177,13,10,2
178,13,32,2
179,13,5,3
180,13,6,3
181,13,7,4
182,13,8,4
183,14,1,1
184,14,2,1
185,14,9,1
186,14,31,1
187,14,33,1
188,14,34,1
189,14,3,2
190,14,4,2
191,14,10,2
192,14,32,2
193,14,5,3
194,14,6,3
195,14,7,4
196,14,8,4
197,15,1,1
198,15,2,1
199,15,9,1
200,15,31,1
201,15,33,1
202,15,34,1
203,15,3,2
204,15,4,2
205,15,10,2
206,15,32,2
207,15,5,3
208,15,6,3
209,15,7,4
210,15,8,4
211,16,1,1
212,16,2,1
213,16,9,1
214,16,31,1
215,16,33,1
216,16,34,1
217,16,3,2
218,16,4,2
219,16,10,2
220,16,32,2
221,16,5,3
222,16,6,3
223,16,7,4
224,16,8,4
225,17,1,1
226,17,2,1
227,17,9,1
228,17,31,1
229,17,33,1
230,17,34,1
231,17,3,2
232,17,4,2
233,17,10,2
234,17,32,2
235,17,5,3
236,17,6,3
237,17,7,4
238,17,8,4
239,18,1,1
240,18,2,1
241,18,9,1
242,18,31,1
243,18,33,1
244,18,34,1
245,18,3,2
246,18,4,2
247,18,10,2
248,18,32,2
249,18,5,3
250,18,6,3
251,18,7,4
252,18,8,4
253,19,1,1
254,19,2,1
255,19,9,1
256,19,31,1
257,19,33,1
258,19,34,1
259,19,3,2
260,19,4,2
261,19,10,2
262,19,32,2
263,19,5,3
264,19,6,3
265,19,7,4
266,19,8,4
267,20,1,1
268,20,2,1
269,20,9,1
270,20,31,1
271,20,33,1
272,20,34,1
273,20,3,2
274,20,4,2
275,20,10,2
276,20,32,2
277,20,5,3
278,20,6,3
279,20,7,4
280,20,8,4
281,21,1,1
282,21,2,1
283,21,9,1
284,21,31,1
285,21,33,1
286,21,34,1
287,21,3,2
288,21,4,2
289,21,10,2
290,21,32,2
291,21,5,3
292,21,6,3
293,21,7,4
294,21,8,4
295,22,1,1
296,22,2,1
297,22,9,1
298,22,31,1
299,22,33,1
300,22,34,1
301,22,3,2
302,22,4,2
303,22,10,2
304,22,32,2
305,22,5,3
306,22,6,3
307,22,7,4
308,22,8,4
309,23,1,1
310,23,2,1
311,23,9,1
312,23,31,1
313,23,33,1
314,23,34,1
315,23,3,2
316,23,4,2
317,23,10,2
318,23,32,2
319,23,5,3
320,23,6,3
321,23,7,4
322,23,8,4
323,24,1,1
324,24,2,1
325,24,9,1
326,24,31,1
327,24,33,1
328,24,34,1
329,24,3,2
330,24,4,2
331,24,10,2
332,24,32,2
333,24,5,3
334,24,6,3
335,24,7,4
336,24,8,4
337,25,1,1
338,25,2,1
339,25,9,1
340,25,31,1
341,25,33,1
342,25,34,1
343,25,3,2
344,25,4,2
345,25,10,2
346,25,32,2
347,25,5,3
348,25,6,3
349,25,7,4
350,25,8,4
351,26,1,1
352,26,2,1
353,26,9,1
354,26,31,1
355,26,33,1
356,26,34,1
357,26,3,2
358,26,4,2
359,26,10,2
360,26,32,2
361,26,5,3
362,26,6,3
363,26,7,4
364,26,8,4
365,27,1,1
366,27,2,1
367,27,9,1
368,27,31,1
369,27,33,1
370,27,34,1
371,27,3,2
372,27,4,2
373,27,10,2
374,27,32,2
375,27,5,3
376,27,6,3
377,27,7,4
378,27,8,4
379,28,1,1
380,28,2,1
381,28,9,1
382,28,31,1
383,28,33,1
384,28,34,1
385,28,3,2
386,28,4,2
387,28,10,2
388,28,32,2
389,28,5,3
390,28,6,3
391,28,7,4
392,28,8,4
393,29,1,1
394,29,2,1
395,29,9,1
396,29,31,1
397,29,33,1
398,29,34,1
399,29,3,2
400,29,4,2
401,29,10,2
402,29,32,2
403,29,5,3
404,29,6,3
405,29,7,4
406,29,8,4
407,30,1,1
408,30,2,1
409,30,9,1
410,30,31,1
411,30,33,1
412,30,34,1
413,30,3,2
414,30,4,2
415,30,10,2
416,30,32,2
417,30,5,3
418,30,6,3
419,30,7,4
420,30,8,4
421,31,1,1
422,31,2,1
423,31,9,1
424,31,31,1
425,31,33,1
426,31,34,1
427,31,3,2
428,31,4,2
429,31,10,2
430,31,32,2
431,31,5,3
432,31,6,3
433,31,7,4
434,31,8,4
435,32,1,1
436,32,2,1
437,32,9,1
438,32,31,1
439,32,33,1
440,32,34,1
441,32,3,2
442,32,4,2
443,32,10,2
444,32,32,2
445,32,5,3
446,32,6,3
447,32,7,4
448,32,8,4
449,33,1,1
450,33,2,1
451,33,9,1
452,33,31,1
453,33,33,1
454,33,34,1
455,33,3,2
456,33,4,2
457,33,10,2
458,33,32,2
459,33,5,3
460,33,6,3
461,33,7,4
462,33,8,4
463,34,1,1
464,34,2,1
465,34,9,1
466,34,31,1
467,34,33,1
468,34,34,1
469,34,3,2
470,34,4,2
471,34,10,2
472,34,32,2
473,34,5,3
474,34,6,3
475,34,7,4
476,34,8,4
477,35,1,1
478,35,2,1
479,35,9,1
480,35,31,1
481,35,33,1
482,35,34,1
483,35,3,2
484,35,4,2
485,35,10,2
486,35,32,2
487,35,5,3
488,35,6,3
489,35,7,4
490,35,8,4
491,36,1,1
492,36,2,1
493,36,9,1
494,36,31,1
495,36,33,1
496,36,34,1
497,36,3,2
498,36,4,2
499,36,10,2
500,36,32,2
501,36,5,3
502,36,6,3
503,36,7,4
504,36,8,4
505,37,1,1
506,37,2,1
507,37,9,1
508,37,31,1
509,37,33,1
510,37,34,1
511,37,3,2
512,37,4,2
513,37,10,2
514,37,32,2
515,37,5,3
516,37,6,3
517,37,7,4
518,37,8,4
519,38,1,1
520,38,2,1
521,38,9,1
522,38,31,1
523,38,33,1
524,38,34,1
525,38,3,2
526,38,4,2
527,38,10,2
528,38,32,2
529,38,5,3
530,38,6,3
531,38,7,4
532,38,8,4
533,39,1,1
534,39,2,1
535,39,9,1
536,39,31,1
537,39,33,1
538,39,34,1
539,39,3,2
540,39,4,2
541,39,10,2
542,39,32,2
543,39,5,3
544,39,6,3
545,39,7,4
546,39,8,4
547,40,1,1
548,40,2,1
549,40,9,1
550,40,31,1
551,40,33,1
552,40,34,1
553,40,3,2
554,40,4,2
555,40,10,2
556,40,32,2
557,40,5,3
558,40,6,3
559,40,7,4
560,40,8,4
561,41,1,1
562,41,2,1
563,41,9,1
564,41,31,1
565,41,33,1
566,41,34,1
567,41,3,2
568,41,4,2
569,41,10,2
570,41,32,2
571,41,5,3
572,41,6,3
573,41,7,4
574,41,8,4
575,42,1,1
576,42,2,1
577,42,9,1
578,42,31,1
579,42,33,1
580,42,34,1
581,42,3,2
582,42,4,2
583,42,10,2
584,42,32,2
585,42,5,3
586,42,6,3
587,42,7,4
588,42,8,4
589,43,1,1
590,43,2,1
591,43,9,1
592,43,31,1
593,43,33,1
594,43,34,1
595,43,3,2
596,43,4,2
597,43,10,2
598,43,32,2
599,43,5,3
600,43,6,3
601,43,7,4
602,43,8,4
603,44,1,1
604,44,2,1
605,44,9,1
606,44,31,1
607,44,33,1
608,44,34,1
609,44,3,2
610,44,4,2
611,44,10,2
612,44,32,2
613,44,5,3
614,44,6,3
615,44,7,4
616,44,8,4
617,45,1,1
618,45,2,1
619,45,9,1
620,45,31,1
621,45,33,1
622,45,34,1
623,45,3,2
624,45,4,2
625,45,10,2
626,45,32,2
627,45,5,3
628,45,6,3
629,45,7,4
630,45,8,4
631,46,1,1
632,46,2,1
633,46,9,1
634,46,31,1
635,46,33,1
636,46,34,1
637,46,3,2
638,46,4,2
639,46,10,2
640,46,32,2
641,46,5,3
642,46,6,3
643,46,7,4
644,46,8,4
645,47,1,1
646,47,2,1
647,47,9,1
648,47,31,1
649,47,33,1
650,47,34,1
651,47,3,2
652,47,4,2
653,47,10,2
654,47,32,2
655,47,5,3
656,47,6,3
657,47,7,4
658,47,8,4
659,48,1,1
660,48,2,1
661,48,9,1
662,48,31,1
663,48,33,1
664,48,34,1
665,48,3,2
666,48,4,2
667,48,10,2
668,48,32,2
669,48,5,3
670,48,6,3
671,48,7,4
672,48,8,4
673,49,1,1
674,49,2,1
675,49,9,1
676,49,31,1
677,49,33,1
678,49,34,1
679,49,3,2
680,49,4,2
681,49,10,2
682,49,32,2
683,49,5,3
684,49,6,3
685,49,7,4
686,49,8,4
687,50,1,1
688,50,2,1
689,50,9,1
690,50,31,1
691,50,33,1
692,50,34,1
693,50,3,2
694,50,4,2
695,50,10,2
696,50,32,2
697,50,5,3
698,50,6,3
699,50,7,4
700,50,8,4
701,51,1,1
702,51,2,1
703,51,9,1
704,51,31,1
705,51,33,1
706,51,34,1
707,51,3,2
708,51,4,2
709,51,10,2
710,51,32,2
711,51,5,3
712,51,6,3
713,51,7,4
714,51,8,4
715,52,1,1
716,52,2,1
717,52,9,1
718,52,31,1
719,52,33,1
720,52,34,1
721,52,3,2
722,52,4,2
723,52,10,2
724,52,32,2
725,52,5,3
726,52,6,3
727,52,7,4
728,52,8,4
729,53,1,1
730,53,2,1
731,53,9,1
732,53,31,1
733,53,33,1
734,53,34,1
735,53,3,2
736,53,4,2
737,53,10,2
738,53,32,2
739,53,5,3
740,53,6,3
741,53,7,4
742,53,8,4
743,54,1,1
744,54,2,1
745,54,9,1
746,54,31,1
747,54,33,1
748,54,34,1
749,54,3,2
750,54,4,2
751,54,10,2
752,54,32,2
753,54,5,3
754,54,6,3
755,54,7,4
756,54,8,4
757,55,1,1
758,55,2,1
759,55,9,1
760,55,31,1
761,55,33,1
762,55,34,1
763,55,3,2
764,55,4,2
765,55,10,2
766,55,32,2
767,55,5,3
768,55,6,3
769,55,7,4
770,55,8,4
771,56,1,1
772,56,2,1
773,56,9,1
774,56,31,1
775,56,33,1
776,56,34,1
777,56,3,2
778,56,4,2
779,56,10,2
780,56,32,2
781,56,5,3
782,56,6,3
783,56,7,4
784,56,8,4
785,57,1,1
786,57,2,1
787,57,9,1
788,57,31,1
789,57,33,1
790,57,34,1
791,57,3,2
792,57,4,2
793,57,10,2
794,57,32,2
795,57,5,3
796,57,6,3
797,57,7,4
798,57,8,4
799,58,1,1
800,58,2,1
801,58,9,1
802,58,31,1
803,58,33,1
804,58,34,1
805,58,3,2
806,58,4,2
807,58,10,2
808,58,32,2
809,58,5,3
810,58,6,3
811,58,7,4
812,58,8,4
813,59,1,1
814,59,2,1
815,59,9,1
816,59,31,1
817,59,33,1
818,59,34,1
819,59,3,2
820,59,4,2
821,59,10,2
822,59,32,2
823,59,5,3
824,59,6,3
825,59,7,4
826,59,8,4
827,60,1,1
828,60,2,1
829,60,9,1
830,60,31,1
831,60,33,1
832,60,34,1
833,60,3,2
834,60,4,2
835,60,10,2
836,60,32,2
837,60,5,3
838,60,6,3
839,60,7,4
840,60,8,4
841,61,1,1
842,61,2,1
843,61,9,1
844,61,31,1
845,61,33,1
846,61,34,1
847,61,3,2
848,61,4,2
849,61,10,2
850,61,32,2
851,61,5,3
852,61,6,3
853,61,7,4
854,61,8,4
855,62,1,1
856,62,2,1
857,62,9,1
858,62,31,1
859,62,33,1
860,62,34,1
861,62,3,2
862,62,4,2
863,62,10,2
864,62,32,2
865,62,5,3
866,62,6,3
867,62,7,4
868,62,8,4
869,63,1,1
870,63,2,1
871,63,9,1
872,63,31,1
873,63,33,1
874,63,34,1
875,63,3,2
876,63,4,2
877,63,10,2
878,63,32,2
879,63,5,3
880,63,6,3
881,63,7,4
882,63,8,4
883,64,1,1
884,64,2,1
885,64,9,1
886,64,31,1
887,64,33,1
888,64,34,1
889,64,3,2
890,64,4,2
891,64,10,2
892,64,32,2
893,64,5,3
894,64,6,3
895,64,7,4
896,64,8,4
897,65,1,1
898,65,2,1
899,65,9,1
900,65,31,1
901,65,33,1
902,65,34,1
903,65,3,2
904,65,4,2
905,65,10,2
906,65,32,2
907,65,5,3
908,65,6,3
909,65,7,4
910,65,8,4
911,66,1,1
912,66,2,1
913,66,9,1
914,66,31,1
915,66,33,1
916,66,34,1
917,66,3,2
918,66,4,2
919,66,10,2
920,66,32,2
921,66,5,3
922,66,6,3
923,66,7,4
924,66,8,4
925,67,1,1
926,67,2,1
927,67,9,1
928,67,31,1
929,67,33,1
930,67,34,1
931,67,3,2
932,67,4,2
933,67,10,2
934,67,32,2
935,67,5,3
936,67,6,3
937,67,7,4
938,67,8,4
939,68,1,1
940,68,2,1
941,68,9,1
942,68,31,1
943,68,33,1
944,68,34,1
945,68,3,2
946,68,4,2
947,68,10,2
948,68,32,2
949,68,5,3
950,68,6,3
951,68,7,4
952,68,8,4
953,69,1,1
954,69,2,1
955,69,9,1
956,69,31,1
957,69,33,1
958,69,34,1
959,69,3,2
960,69,4,2
961,69,10,2
962,69,32,2
963,69,5,3
964,69,6,3
965,69,7,4
966,69,8,4
967,70,1,1
968,70,2,1
969,70,9,1
970,70,31,1
971,70,33,1
972,70,34,1
973,70,3,2
974,70,4,2
975,70,10,2
976,70,32,2
977,70,5,3
978,70,6,3
979,70,7,4
980,70,8,4
981,71,1,1
982,71,2,1
983,71,9,1
984,71,31,1
985,71,33,1
986,71,34,1
987,71,3,2
988,71,4,2
989,71,10,2
990,71,32,2
991,71,5,3
992,71,6,3
993,71,7,4
994,71,8,4
995,72,1,1
996,72,2,1
997,72,9,1
998,72,31,1
999,72,33,1
1000,72,34,1
1001,72,3,2
1002,72,4,2
1003,72,10,2
1004,72,32,2
1005,72,5,3
1006,72,6,3
1007,72,7,4
1008,72,8,4
1009,73,1,1
1010,73,2,1
1011,73,9,1
1012,73,31,1
1013,73,33,1
1014,73,34,1
1015,73,3,2
1016,73,4,2
1017,73,10,2
1018,73,32,2
1019,73,5,3
1020,73,6,3
1021,73,7,4
1022,73,8,4
1023,74,1,1
1024,74,2,1
1025,74,9,1
1026,74,31,1
1027,74,33,1
1028,74,34,1
1029,74,3,2
1030,74,4,2
1031,74,10,2
1032,74,32,2
1033,74,5,3
1034,74,6,3
1035,74,7,4
1036,74,8,4
1037,75,1,1
1038,75,2,1
1039,75,9,1
1040,75,31,1
1041,75,33,1
1042,75,34,1
1043,75,3,2
1044,75,4,2
1045,75,10,2
1046,75,32,2
1047,75,5,3
1048,75,6,3
1049,75,7,4
1050,75,8,4
1051,76,1,1
1052,76,2,1
1053,76,9,1
1054,76,31,1
1055,76,33,1
1056,76,34,1
1057,76,3,2
1058,76,4,2
1059,76,10,2
1060,76,32,2
1061,76,5,3
1062,76,6,3
1063,76,7,4
1064,76,8,4
1065,77,1,1
1066,77,2,1
1067,77,9,1
1068,77,31,1
1069,77,33,1
1070,77,34,1
1071,77,3,2
1072,77,4,2
1073,77,10,2
1074,77,32,2
1075,77,5,3
1076,77,6,3
1077,77,7,4
1078,77,8,4
1079,78,1,1
1080,78,2,1
1081,78,9,1
1082,78,31,1
1083,78,33,1
1084,78,34,1
1085,78,3,2
1086,78,4,2
1087,78,10,2
1088,78,32,2
1089,78,5,3
1090,78,6,3
1091,78,7,4
1092,78,8,4
1093,79,1,1
1094,79,2,1
1095,79,9,1
1096,79,31,1
1097,79,33,1
1098,79,34,1
1099,79,3,2
1100,79,4,2
1101,79,10,2
1102,79,32,2
1103,79,5,3
1104,79,6,3
1105,79,7,4
1106,79,8,4
1107,80,1,1
1108,80,2,1
1109,80,9,1
1110,80,31,1
1111,80,33,1
1112,80,34,1
1113,80,3,2
1114,80,4,2
1115,80,10,2
1116,80,32,2
1117,80,5,3
1118,80,6,3
1119,80,7,4
1120,80,8,4
1121,81,1,1
1122,81,2,1
1123,81,9,1
1124,81,31,1
1125,81,33,1
1126,81,34,1
1127,81,3,2
1128,81,4,2
1129,81,10,2
1130,81,32,2
1131,81,5,3
1132,81,6,3
1133,81,7,4
1134,81,8,4
1135,82,1,1
1136,82,2,1
1137,82,9,1
1138,82,31,1
1139,82,33,1
1140,82,34,1
1141,82,3,2
1142,82,4,2
1143,82,10,2
1144,82,32,2
1145,82,5,3
1146,82,6,3
1147,82,7,4
1148,82,8,4
1149,83,1,1
1150,83,2,1
1151,83,9,1
1152,83,31,1
1153,83,33,1
1154,83,34,1
1155,83,3,2
1156,83,4,2
1157,83,10,2
1158,83,32,2
1159,83,5,3
1160,83,6,3
1161,83,7,4
1162,83,8,4
1163,84,1,1
1164,84,2,1
1165,84,9,1
1166,84,31,1
1167,84,33,1
1168,84,34,1
1169,84,3,2
1170,84,4,2
1171,84,10,2
1172,84,32,2
1173,84,5,3
1174,84,6,3
1175,84,7,4
1176,84,8,4
1177,85,1,1
1178,85,2,1
1179,85,9,1
1180,85,31,1
1181,85,33,1
1182,85,34,1
1183,85,3,2
1184,85,4,2
1185,85,10,2
1186,85,32,2
1187,85,5,3
1188,85,6,3
1189,85,7,4
1190,85,8,4
1191,86,1,1
1192,86,2,1
1193,86,9,1
1194,86,31,1
1195,86,33,1
1196,86,34,1
1197,86,3,2
1198,86,4,2
1199,86,10,2
1200,86,32,2
1201,86,5,3
1202,86,6,3
1203,86,7,4
1204,86,8,4
1205,87,1,1
1206,87,2,1
1207,87,9,1
1208,87,31,1
1209,87,33,1
1210,87,34,1
1211,87,3,2
1212,87,4,2
1213,87,10,2
1214,87,32,2
1215,87,5,3
1216,87,6,3
1217,87,7,4
1218,87,8,4
1219,88,1,1
1220,88,2,1
1221,88,9,1
1222,88,31,1
1223,88,33,1
1224,88,34,1
1225,88,3,2
1226,88,4,2
1227,88,10,2
1228,88,32,2
1229,88,5,3
1230,88,6,3
1231,88,7,4
1232,88,8,4
1233,89,1,1
1234,89,2,1
1235,89,9,1
1236,89,31,1
1237,89,33,1
1238,89,34,1
1239,89,3,2
1240,89,4,2
1241,89,10,2
1242,89,32,2
1243,89,5,3
1244,89,6,3
1245,89,7,4
1246,89,8,4
1247,90,1,1
1248,90,2,1
1249,90,9,1
1250,90,31,1
1251,90,33,1
1252,90,34,1
1253,90,3,2
1254,90,4,2
1255,90,10,2
1256,90,32,2
1257,90,5,3
1258,90,6,3
1259,90,7,4
1260,90,8,4
1261,91,1,1
1262,91,2,1
1263,91,9,1
1264,91,31,1
1265,91,33,1
1266,91,34,1
1267,91,3,2
1268,91,4,2
1269,91,10,2
1270,91,32,2
1271,91,5,3
1272,91,6,3
1273,91,7,4
1274,91,8,4
1275,92,1,1
1276,92,2,1
1277,92,9,1
1278,92,31,1
1279,92,33,1
1280,92,34,1
1281,92,3,2
1282,92,4,2
1283,92,10,2
1284,92,32,2
1285,92,5,3
1286,92,6,3
1287,92,7,4
1288,92,8,4
1289,93,1,1
1290,93,2,1
1291,93,9,1
1292,93,31,1
1293,93,33,1
1294,93,34,1
1295,93,3,2
1296,93,4,2
1297,93,10,2
1298,93,32,2
1299,93,5,3
1300,93,6,3
1301,93,7,4
1302,93,8,4
1303,94,1,1
1304,94,2,1
1305,94,9,1
1306,94,31,1
1307,94,33,1
1308,94,34,1
1309,94,3,2
1310,94,4,2
1311,94,10,2
1312,94,32,2
1313,94,5,3
1314,94,6,3
1315,94,7,4
1316,94,8,4
1317,95,1,1
1318,95,2,1
1319,95,9,1
1320,95,31,1
1321,95,33,1
1322,95,34,1
1323,95,3,2
1324,95,4,2
1325,95,10,2
1326,95,32,2
1327,95,5,3
1328,95,6,3
1329,95,7,4
1330,95,8,4
1331,96,1,1
1332,96,2,1
1333,96,9,1
1334,96,31,1
1335,96,33,1
1336,96,34,1
1337,96,3,2
1338,96,4,2
1339,96,10,2
1340,96,32,2
1341,96,5,3
1342,96,6,3
1343,96,7,4
1344,96,8,4
1345,97,1,1
1346,97,2,1
1347,97,9,1
1348,97,31,1
1349,97,33,1
1350,97,34,1
1351,97,3,2
1352,97,4,2
1353,97,10,2
1354,97,32,2
1355,97,5,3
1356,97,6,3
1357,97,7,4
1358,97,8,4
1359,98,1,1
1360,98,2,1
1361,98,9,1
1362,98,31,1
1363,98,33,1
1364,98,34,1
1365,98,3,2
1366,98,4,2
1367,98,10,2
1368,98,32,2
1369,98,5,3
1370,98,6,3
1371,98,7,4
1372,98,8,4
1373,99,1,1
1374,99,2,1
1375,99,9,1
1376,99,31,1
1377,99,33,1
1378,99,34,1
1379,99,3,2
1380,99,4,2
1381,99,10,2
1382,99,32,2
1383,99,5,3
1384,99,6,3
1385,99,7,4
1386,99,8,4
1387,100,1,1
1388,100,2,1
1389,100,9,1
1390,100,31,1
1391,100,33,1
1392,100,34,1
1393,100,3,2
1394,100,4,2
1395,100,10,2
1396,100,32,2
1397,100,5,3
1398,100,6,3
1399,100,7,4
1400,100,8,4
1401,101,11,1
1402,101,31,1
1403,101,33,1
1404,101,34,1
1405,101,15,1
1406,101,12,2
1407,101,32,2
1408,101,13,3
1409,101,14,4
1410,102,11,1
1411,102,31,1
1412,102,33,1
1413,102,34,1
1414,102,15,1
1415,102,12,2
1416,102,32,2
1417,102,13,3
1418,102,14,4
1419,103,11,1
1420,103,31,1
1421,103,33,1
1422,103,34,1
1423,103,15,1
1424,103,12,2
1425,103,32,2
1426,103,13,3
1427,103,14,4
1428,104,11,1
1429,104,31,1
1430,104,33,1
1431,104,34,1
1432,104,15,1
1433,104,12,2
1434,104,32,2
1435,104,13,3
1436,104,14,4
1437,105,11,1
1438,105,31,1
1439,105,33,1
1440,105,34,1
1441,105,15,1
1442,105,12,2
1443,105,32,2
1444,105,13,3
1445,105,14,4
1446,106,11,1
1447,106,31,1
1448,106,33,1
1449,106,34,1
1450,106,15,1
1451,106,12,2
1452,106,32,2
1453,106,13,3
1454,106,14,4
1455,107,11,1
1456,107,31,1
1457,107,33,1
1458,107,34,1
1459,107,15,1
1460,107,12,2
1461,107,32,2
1462,107,13,3
1463,107,14,4
1464,108,11,1
1465,108,31,1
1466,108,33,1
1467,108,34,1
1468,108,15,1
1469,108,12,2
1470,108,32,2
1471,108,13,3
1472,108,14,4
1473,109,11,1
1474,109,31,1
1475,109,33,1
1476,109,34,1
1477,109,15,1
1478,109,12,2
1479,109,32,2
1480,109,13,3
1481,109,14,4
1482,110,11,1
1483,110,31,1
1484,110,33,1
1485,110,34,1
1486,110,15,1
1487,110,12,2
1488,110,32,2
1489,110,13,3
1490,110,14,4
1491,111,11,1
1492,111,31,1
1493,111,33,1
1494,111,34,1
1495,111,15,1
1496,111,12,2
1497,111,32,2
1498,111,13,3
1499,111,14,4
1500,112,11,1
1501,112,31,1
1502,112,33,1
1503,112,34,1
1504,112,15,1
1505,112,12,2
1506,112,32,2
1507,112,13,3
1508,112,14,4
1509,113,11,1
1510,113,31,1
1511,113,33,1
1512,113,34,1
1513,113,15,1
1514,113,12,2
1515,113,32,2
1516,113,13,3
1517,113,14,4
1518,114,11,1
1519,114,31,1
1520,114,33,1
1521,114,34,1
1522,114,15,1
1523,114,12,2
1524,114,32,2
1525,114,13,3
1526,114,14,4
1527,115,11,1
1528,115,31,1
1529,115,33,1
1530,115,34,1
1531,115,15,1
1532,115,12,2
1533,115,32,2
1534,115,13,3
1535,115,14,4
1536,116,11,1
1537,116,31,1
1538,116,33,1
1539,116,34,1
1540,116,15,1
1541,116,12,2
1542,116,32,2
1543,116,13,3
1544,116,14,4
1545,117,11,1
1546,117,31,1
1547,117,33,1
1548,117,34,1
1549,117,15,1
1550,117,12,2
1551,117,32,2
1552,117,13,3
1553,117,14,4
1554,118,11,1
1555,118,31,1
1556,118,33,1
1557,118,34,1
1558,118,15,1
1559,118,12,2
1560,118,32,2
1561,118,13,3
1562,118,14,4
1563,119,11,1
1564,119,31,1
1565,119,33,1
1566,119,34,1
1567,119,15,1
1568,119,12,2
1569,119,32,2
1570,119,13,3
1571,119,14,4
1572,120,11,1
1573,120,31,1
1574,120,33,1
1575,120,34,1
1576,120,15,1
1577,120,12,2
1578,120,32,2
1579,120,13,3
1580,120,14,4
1581,121,11,1
1582,121,31,1
1583,121,33,1
1584,121,34,1
1585,121,15,1
1586,121,12,2
1587,121,32,2
1588,121,13,3
1589,121,14,4
1590,122,11,1
1591,122,31,1
1592,122,33,1
1593,122,34,1
1594,122,15,1
1595,122,12,2
1596,122,32,2
1597,122,13,3
1598,122,14,4
1599,123,11,1
1600,123,31,1
1601,123,33,1
1602,123,34,1
1603,123,15,1
1604,123,12,2
1605,123,32,2
1606,123,13,3
1607,123,14,4
1608,124,11,1
1609,124,31,1
1610,124,33,1
1611,124,34,1
1612,124,15,1
1613,124,12,2
1614,124,32,2
1615,124,13,3
1616,124,14,4
1617,125,11,1
1618,125,31,1
1619,125,33,1
1620,125,34,1
1621,125,15,1
1622,125,12,2
1623,125,32,2
1624,125,13,3
1625,125,14,4
1626,126,11,1
1627,126,31,1
1628,126,33,1
1629,126,34,1
1630,126,15,1
1631,126,12,2
1632,126,32,2
1633,126,13,3
1634,126,14,4
1635,127,11,1
1636,127,31,1
1637,127,33,1
1638,127,34,1
1639,127,15,1
1640,127,12,2
1641,127,32,2
1642,127,13,3
1643,127,14,4
1644,128,11,1
1645,128,31,1
1646,128,33,1
1647,128,34,1
1648,128,15,1
1649,128,12,2
1650,128,32,2
1651,128,13,3
1652,128,14,4
1653,129,11,1
1654,129,31,1
1655,129,33,1
1656,129,34,1
1657,129,15,1
1658,129,12,2
1659,129,32,2
1660,129,13,3
1661,129,14,4
1662,130,11,1
